support,itemsets,length
0.01,"frozenset({('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('frankfurter',), ('domestic eggs',), ('newspapers',), ('specialty chocolate',), ('whole milk',), ('oil',)})",6
0.01,"frozenset({('frankfurter',), ('domestic eggs',), ('newspapers',), ('whole milk',), ('oil',), ('sparkling wine',)})",6
0.01,"frozenset({('frankfurter',), ('domestic eggs',), ('newspapers',), ('specialty chocolate',), ('whole milk',), ('sparkling wine',)})",6
0.01,"frozenset({('frankfurter',), ('newspapers',), ('specialty chocolate',), ('whole milk',), ('oil',), ('sparkling wine',)})",6
0.01,"frozenset({('frankfurter',), ('domestic eggs',), ('specialty chocolate',), ('whole milk',), ('oil',), ('sparkling wine',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('soda',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('pork',), ('artif. sweetener',), ('berries',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('domestic eggs',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('root vegetables',)})",6
0.01,"frozenset({('frozen vegetables',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('canned vegetables',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('fruit/vegetable juice',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('fruit/vegetable juice',), ('whole milk',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('newspapers',), ('specialty chocolate',), ('whole milk',), ('oil',), ('sparkling wine',)})",6
0.01,"frozenset({('brown bread',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('candy',)})",6
0.01,"frozenset({('canned fish',), ('detergent',), ('frozen vegetables',), ('seasonal products',), ('salty snack',), ('whole milk',)})",6
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('canned vegetables',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',)})",6
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',), ('bathroom cleaner',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('whole milk',), ('root vegetables',), ('oil',)})",6
0.01,"frozenset({('domestic eggs',), ('frozen vegetables',), ('canned vegetables',), ('whole milk',), ('bathroom cleaner',), ('oil',)})",6
0.01,"frozenset({('pickled vegetables',), ('pip fruit',), ('rolls/buns',), ('berries',), ('chocolate',), ('frozen potato products',)})",6
0.01,"frozenset({('soda',), ('bottled water',), ('newspapers',), ('cream cheese',), ('butter milk',), ('rolls/buns',)})",6
0.01,"frozenset({('spread cheese',), ('soda',), ('newspapers',), ('cream cheese',), ('bottled water',), ('rolls/buns',)})",6
0.01,"frozenset({('spread cheese',), ('soda',), ('bottled water',), ('cream cheese',), ('butter milk',), ('rolls/buns',)})",6
0.01,"frozenset({('spread cheese',), ('newspapers',), ('cream cheese',), ('butter milk',), ('bottled water',), ('rolls/buns',)})",6
0.01,"frozenset({('spread cheese',), ('soda',), ('newspapers',), ('cream cheese',), ('butter milk',), ('rolls/buns',)})",6
0.01,"frozenset({('spread cheese',), ('soda',), ('newspapers',), ('cream cheese',), ('butter milk',), ('bottled water',)})",6
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('butter',), ('rolls/buns',), ('UHT-milk',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('curd',), ('butter',), ('rolls/buns',), ('UHT-milk',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('butter',), ('rolls/buns',), ('UHT-milk',), ('root vegetables',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('whipped/sour cream',), ('butter',), ('rolls/buns',), ('UHT-milk',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('hard cheese',), ('butter',), ('rolls/buns',), ('UHT-milk',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('curd',), ('butter',), ('rolls/buns',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('butter',), ('rolls/buns',), ('root vegetables',), ('other vegetables',)})",6
0.01,"frozenset({('long life bakery product',), ('whipped/sour cream',), ('bottled water',), ('butter',), ('rolls/buns',), ('other vegetables',)})",6
